video_id,true_label,pred_label,direction,max_score,top3_mean,top5_mean,positive_count,positive_ratio,max_consecutive,first_positive_window,last_positive_window,mean_keypoint_confidence,min_keypoint_confidence
01370_O_F_BY_C8,1,1,BY,0.9800431728363037,0.9798431396484375,0.9796915054321289,24,0.5853658536585366,24,0,23,0.5666355127241554,0.5417042374610901
01371_O_F_FY_C7,1,1,FY,0.9785338640213013,0.9780716896057129,0.9763998985290527,22,0.5365853658536586,22,0,21,0.5381290418345753,0.46562907099723816
01371_O_F_FY_C8,1,1,FY,0.9782295823097229,0.9781959652900696,0.9772940874099731,22,0.5365853658536586,22,0,21,0.512514517074678,0.4073975384235382
01372_O_F_FY_C5,1,1,FY,0.9806802868843079,0.9805071949958801,0.98027503490448,24,0.5853658536585366,24,0,23,0.6117091309733507,0.5848748683929443
01373_O_F_BY_C5,1,1,BY,0.979069173336029,0.9788370728492737,0.9783204793930054,22,0.5365853658536586,22,0,21,0.35934158214708656,0.2892012596130371
01373_O_F_BY_C7,1,1,BY,0.9792845249176025,0.9790487289428711,0.9788454174995422,23,0.5609756097560976,23,0,22,0.4187918392623343,0.3682720959186554
01373_O_F_BY_C8,1,1,BY,0.8673833012580872,0.8664562702178955,0.8653338551521301,18,0.43902439024390244,18,2,19,0.36633980455921916,0.20350967347621918
01375_O_F_BY_C7,1,1,BY,0.9750385880470276,0.9747437834739685,0.9741918444633484,22,0.5365853658536586,22,0,21,0.3390177001313465,0.29408231377601624
01376_O_F_FY_C7,1,1,FY,0.9793645739555359,0.9791329503059387,0.9789724349975586,23,0.5609756097560976,23,0,22,0.2951989628192855,0.2084125578403473
01380_O_B_FY_C5,1,1,FY,0.9807338714599609,0.9805562496185303,0.9803139567375183,26,0.6341463414634146,26,0,25,0.5560918188676601,0.5342782139778137
01383_O_B_N_C7,0,0,N,0.25188490748405457,0.24402983486652374,0.2313646823167801,0,0.0,0,-1,-1,0.5469326980230285,0.4908965229988098
01384_O_B_FY_C5,1,1,FY,0.9805810451507568,0.980250358581543,0.9796766042709351,31,0.7560975609756098,31,0,30,0.5722141142298536,0.4668169617652893
01384_O_B_FY_C6,1,1,FY,0.9802210330963135,0.9800384640693665,0.9797236323356628,30,0.7317073170731707,30,0,29,0.6160975810958118,0.5701171159744263
01384_O_B_FY_C8,1,1,FY,0.9801212549209595,0.9799397587776184,0.9798116683959961,30,0.7317073170731707,30,0,29,0.5785380754528976,0.49334925413131714
01385_O_B_BY_C8,1,1,BY,0.9803255200386047,0.9799801707267761,0.9792793393135071,22,0.5365853658536586,22,0,21,0.3998253592630712,0.29250213503837585
01386_O_B_N_C5,0,0,N,0.1885647028684616,0.1854926198720932,0.1800416111946106,0,0.0,0,-1,-1,0.44385678957148295,0.42134737968444824
01386_O_B_N_C6,0,0,N,0.1438727080821991,0.14211814105510712,0.139757439494133,0,0.0,0,-1,-1,0.3544589993430347,0.3334292471408844
01388_O_B_FY_C6,1,1,FY,0.9780892729759216,0.9778077006340027,0.9775334596633911,26,0.6341463414634146,26,0,25,0.5368950861256298,0.4177839457988739
01389_O_B_BY_C5,1,1,BY,0.9678203463554382,0.967066764831543,0.9655593633651733,23,0.5609756097560976,23,0,22,0.48792838686850015,0.4285356402397156
01390_O_B_N_C6,0,0,N,0.1911584585905075,0.1785072237253189,0.17303694784641266,0,0.0,0,-1,-1,0.34259708625514335,0.3086426556110382
01390_O_B_N_C8,0,0,N,0.14107617735862732,0.14032374322414398,0.13823433220386505,0,0.0,0,-1,-1,0.3997369212348287,0.38858723640441895
01391_O_B_N_C8,0,0,N,0.17549259960651398,0.16921943426132202,0.16704204678535461,0,0.0,0,-1,-1,0.4721659276543594,0.4412475526332855
01392_O_B_FY_C7,1,1,FY,0.9776862859725952,0.9774556159973145,0.9768264889717102,28,0.6829268292682927,28,0,27,0.560416240517686,0.5429737567901611
01393_O_B_BY_C6,1,1,BY,0.9724518656730652,0.9720991253852844,0.9716887474060059,24,0.5853658536585366,24,0,23,0.5491816764924584,0.39168238639831543
01395_O_B_FY_C5,1,1,FY,0.9727397561073303,0.9703826904296875,0.9691358804702759,24,0.5853658536585366,24,0,23,0.6662983385528006,0.6410961747169495
01395_O_B_FY_C8,1,1,FY,0.9767702221870422,0.9754183888435364,0.9748200178146362,22,0.5365853658536586,22,0,21,0.33001074485662507,0.26303958892822266
01396_O_B_BY_C6,1,1,BY,0.9798588752746582,0.9796482920646667,0.9794255495071411,25,0.6097560975609756,25,0,24,0.6082194025923566,0.5634640455245972
01398_O_B_N_C5,0,0,N,0.3241006135940552,0.3158365488052368,0.3008187711238861,0,0.0,0,-1,-1,0.5268030108475104,0.5173684358596802
01399_O_B_BY_C6,1,1,BY,0.9769492745399475,0.9765949249267578,0.976223349571228,20,0.4878048780487805,20,0,19,0.29416127393885355,0.21776744723320007
01401_O_B_FY_C5,1,1,FY,0.9785417914390564,0.9784369468688965,0.9781374931335449,26,0.6341463414634146,26,0,25,0.5423604838731813,0.4555889070034027
01403_O_B_FY_C8,1,1,FY,0.9802268743515015,0.9800772666931152,0.979762852191925,27,0.6585365853658537,27,0,26,0.5274582192665194,0.43333715200424194
01411_O_B_FY_C7,1,1,FY,0.977965772151947,0.9771063327789307,0.9749623537063599,24,0.5853658536585366,24,0,23,0.5960732334997596,0.5060563683509827
01413_O_B_N_C5,0,0,N,0.32734429836273193,0.29846394062042236,0.2673414945602417,0,0.0,0,-1,-1,0.5803954252382604,0.557220995426178
01413_O_B_N_C7,0,0,N,0.1909850388765335,0.1762237697839737,0.16628871858119965,0,0.0,0,-1,-1,0.6423815328900407,0.5981056094169617
01415_O_B_FY_C6,1,1,FY,0.978931188583374,0.9785199165344238,0.9780458211898804,24,0.5853658536585366,24,0,23,0.5280330253810417,0.45962101221084595
01418_O_B_N_C5,0,0,N,0.28351542353630066,0.2790592908859253,0.27058401703834534,0,0.0,0,-1,-1,0.4651245351244764,0.45130741596221924
01418_O_B_N_C6,0,0,N,0.24298439919948578,0.2271602749824524,0.22127220034599304,0,0.0,0,-1,-1,0.4890601395106897,0.4400293231010437
01419_O_B_FY_C5,1,1,FY,0.9726055264472961,0.9718722701072693,0.9705748558044434,23,0.5609756097560976,23,1,23,0.5455488242754122,0.5064815878868103
01421_O_B_N_C7,0,0,N,0.45052722096443176,0.3826594352722168,0.3407922387123108,0,0.0,0,-1,-1,0.45327840854481954,0.4163317382335663
01422_O_B_N_C7,0,0,N,0.2008049041032791,0.1934226155281067,0.1860627979040146,0,0.0,0,-1,-1,0.44830257790844613,0.4090501666069031
01423_O_B_FY_C7,1,1,FY,0.8626025319099426,0.8595659732818604,0.8546895980834961,19,0.4634146341463415,19,2,20,0.2965717613697052,0.253426730632782
01431_O_B_N_C8,0,0,N,0.41154417395591736,0.4080127775669098,0.40005284547805786,0,0.0,0,-1,-1,0.41241305412315743,0.38433194160461426
01432_O_B_FY_C6,1,1,FY,0.9791082739830017,0.9788638949394226,0.9784539937973022,23,0.5609756097560976,23,0,22,0.38991310901758147,0.31784936785697937
01433_O_B_BY_C7,1,1,BY,0.9778714776039124,0.9773624539375305,0.9767464399337769,23,0.5609756097560976,23,0,22,0.35021596492790596,0.29456448554992676
01434_O_B_FY_C8,1,1,FY,0.9806199073791504,0.9803652763366699,0.9795066714286804,23,0.5609756097560976,23,0,22,0.5669855431812566,0.47366806864738464
01436_O_B_FY_C5,1,1,FY,0.9744291305541992,0.9731010794639587,0.971967339515686,25,0.6097560975609756,25,0,24,0.5916983572448172,0.5045506358146667
01436_O_B_FY_C6,1,1,FY,0.9690417647361755,0.9678619503974915,0.9665386080741882,24,0.5853658536585366,24,0,23,0.558910855432836,0.43822768330574036
01436_O_B_FY_C7,1,1,FY,0.949945867061615,0.9470434188842773,0.9430244565010071,23,0.5609756097560976,23,0,22,0.43740367089829796,0.3930312991142273
01440_O_B_FY_C6,1,1,FY,0.9807624220848083,0.9806146025657654,0.9802027940750122,24,0.5853658536585366,24,0,23,0.3613048988144572,0.2926194369792938
01440_O_B_FY_C7,1,1,FY,0.9788568019866943,0.9787406325340271,0.9784536361694336,24,0.5853658536585366,24,0,23,0.2934743943737774,0.20787031948566437
01440_O_B_FY_C8,1,1,FY,0.9790271520614624,0.9789475798606873,0.978774905204773,23,0.5609756097560976,23,0,22,0.3790668721606092,0.32951244711875916
01444_O_B_FY_C5,1,1,FY,0.9791202545166016,0.9789376258850098,0.9783109426498413,25,0.6097560975609756,25,0,24,0.5066778921499485,0.44493311643600464
01445_O_B_BY_C6,1,1,BY,0.9625332355499268,0.9619131684303284,0.9609473943710327,23,0.5609756097560976,23,0,22,0.5135786809572359,0.4556649923324585
01446_O_B_FY_C5,1,1,FY,0.975881814956665,0.9757011532783508,0.9750217199325562,25,0.6097560975609756,25,0,24,0.4835175072274557,0.41446974873542786
01447_O_B_BY_C7,1,1,BY,0.9785635471343994,0.9782438278198242,0.9779046773910522,23,0.5609756097560976,23,0,22,0.43927510119066004,0.4010140299797058
01448_O_B_FY_C6,1,1,FY,0.7601024508476257,0.7517271041870117,0.7450178861618042,17,0.4146341463414634,17,0,16,0.299505658266021,0.1916261911392212
01448_O_B_FY_C7,1,1,FY,0.9158973693847656,0.9145383238792419,0.9118050336837769,23,0.5609756097560976,23,0,22,0.27867399010716415,0.15968404710292816
01452_O_B_FY_C8,1,1,FY,0.9801453351974487,0.9798104166984558,0.9792600870132446,26,0.6341463414634146,26,0,25,0.3270064370661247,0.20203520357608795
01453_O_B_BY_C7,1,1,BY,0.972981333732605,0.9729230999946594,0.972756028175354,25,0.6097560975609756,25,0,24,0.2606034656850303,0.14671635627746582
01454_O_B_BY_C7,1,1,BY,0.9796019792556763,0.9792883396148682,0.9790548086166382,23,0.5609756097560976,23,0,22,0.28154787821013755,0.2100048065185547
01456_O_B_BY_C5,1,1,BY,0.972115159034729,0.9715995788574219,0.9708250164985657,22,0.5365853658536586,22,0,21,0.3777800829308789,0.11382577568292618
01456_O_B_BY_C8,1,1,BY,0.9761760830879211,0.9757446646690369,0.9749158024787903,23,0.5609756097560976,23,0,22,0.3909361347919557,0.3522243797779083
01458_O_B_BY_C5,1,1,BY,0.9768468737602234,0.976259171962738,0.9756200909614563,22,0.5365853658536586,22,0,21,0.35153811951962916,0.08657443523406982
01459_O_B_FY_C6,1,1,FY,0.973911464214325,0.9734703898429871,0.972448468208313,20,0.4878048780487805,20,0,19,0.25655109780590707,0.20087945461273193
01460_O_B_BY_C8,1,1,BY,0.978797972202301,0.9785678386688232,0.9780244827270508,22,0.5365853658536586,22,0,21,0.44503054022789,0.40413030982017517
01462_O_F_SY_C6,1,1,SY,0.9766591191291809,0.9749815464019775,0.9739359617233276,14,0.34146341463414637,14,0,13,0.46011027475682703,0.3510265648365021
01462_O_F_SY_C8,1,1,SY,0.9783037304878235,0.9781357645988464,0.9777466058731079,15,0.36585365853658536,15,0,14,0.4699863246301325,0.2862362265586853
01465_O_F_SY_C5,1,1,SY,0.6172463893890381,0.608135998249054,0.5964851975440979,11,0.2682926829268293,6,8,29,0.37124449596172426,0.21416112780570984
01468_O_F_FY_C6,1,1,FY,0.9633035063743591,0.9625942707061768,0.9616211652755737,20,0.4878048780487805,20,0,19,0.39405584989524467,0.3325195908546448
01472_O_F_BY_C8,1,1,BY,0.9785616397857666,0.9784891605377197,0.978302001953125,19,0.4634146341463415,19,0,18,0.5529704043051091,0.4088791012763977
01477_O_F_SY_C5,1,1,SY,0.8543357849121094,0.8479920029640198,0.8437573313713074,18,0.43902439024390244,18,5,22,0.5964368857988497,0.5280900597572327
01477_O_F_SY_C7,1,1,SY,0.6370679140090942,0.6305140256881714,0.6227084398269653,16,0.3902439024390244,16,7,22,0.4732645190343624,0.3474150598049164
01478_O_F_BY_C5,1,1,BY,0.6136240363121033,0.605807363986969,0.5979939699172974,7,0.17073170731707318,7,11,17,0.5507259681457426,0.45098739862442017
01478_O_F_BY_C8,1,1,BY,0.6496860384941101,0.6412932872772217,0.6334868669509888,12,0.2926829268292683,10,8,20,0.5946722684836969,0.43473485112190247
01487_O_F_BY_C6,1,1,BY,0.6984986662864685,0.6906998753547668,0.6606024503707886,11,0.2682926829268293,11,0,10,0.48428554069705126,0.39230504631996155
01491_O_F_BY_C8,1,1,BY,0.9785011410713196,0.9782790541648865,0.9780672192573547,25,0.6097560975609756,25,0,24,0.2695444785967106,0.18583112955093384
01492_O_F_FY_C5,1,1,FY,0.9797747731208801,0.9795711636543274,0.979036808013916,26,0.6341463414634146,26,0,25,0.49672155627390235,0.4208064675331116
01492_O_F_FY_C8,1,1,FY,0.9778603315353394,0.9776986241340637,0.9773000478744507,24,0.5853658536585366,24,0,23,0.39710972803394967,0.3458540737628937
01494_O_F_BY_C5,1,1,BY,0.979877769947052,0.9797534346580505,0.9795357584953308,25,0.6097560975609756,25,0,24,0.3453899912717866,0.19167861342430115
01495_O_F_N_C8,0,0,N,0.25967440009117126,0.22620785236358643,0.2077750861644745,0,0.0,0,-1,-1,0.506669761931024,0.4822476804256439
01496_O_F_FY_C5,1,1,FY,0.9478796720504761,0.9440536499023438,0.9167822599411011,6,0.14634146341463414,6,0,5,0.3897404060131166,0.350081205368042
01496_O_F_FY_C8,1,1,FY,0.938106119632721,0.9205567836761475,0.8473992347717285,5,0.12195121951219512,5,0,4,0.33333074246964806,0.2825409471988678
01497_O_F_SY_C5,1,1,SY,0.9786249995231628,0.9784930348396301,0.9782074093818665,25,0.6097560975609756,25,6,30,0.4485413882790542,0.33380821347236633
01498_O_F_BY_C5,1,1,BY,0.9798576235771179,0.9798217415809631,0.9797424077987671,27,0.6585365853658537,27,1,27,0.3920372709995363,0.22881436347961426
01498_O_F_BY_C6,1,1,BY,0.9784266948699951,0.9783340096473694,0.978066623210907,28,0.6829268292682927,28,1,28,0.47439144878852657,0.3221249580383301
01499_O_F_N_C5,0,0,N,0.1843806505203247,0.18198262155056,0.1797526776790619,0,0.0,0,-1,-1,0.5868505224948977,0.5467905402183533
01499_O_F_N_C7,0,0,N,0.22404903173446655,0.20585548877716064,0.19291988015174866,0,0.0,0,-1,-1,0.45402950629955385,0.4002823829650879
01506_O_F_FY_C7,1,1,FY,0.9798144698143005,0.9796667695045471,0.9788216352462769,19,0.4634146341463415,19,0,18,0.5463325126868922,0.4399223327636719
01506_O_F_FY_C8,1,1,FY,0.9806761741638184,0.9804696440696716,0.9797866940498352,17,0.4146341463414634,17,0,16,0.3811141470583474,0.3252635598182678
01509_O_F_N_C6,0,0,N,0.24613243341445923,0.23934976756572723,0.23044118285179138,0,0.0,0,-1,-1,0.5808272216378189,0.5168066024780273
01510_O_F_N_C6,0,0,N,0.5308770537376404,0.44366273283958435,0.39382490515708923,1,0.024390243902439025,1,40,40,0.4719718687418031,0.270426481962204
01510_O_F_N_C7,0,1,N,0.7562037110328674,0.7321484684944153,0.7170794606208801,8,0.1951219512195122,6,30,40,0.4329559686707287,0.23778396844863892
01511_O_F_FY_C6,1,1,FY,0.9798966646194458,0.9798356890678406,0.9797342419624329,25,0.6097560975609756,25,3,27,0.5865369795299158,0.4820581078529358
01511_O_F_FY_C8,1,1,FY,0.9805964231491089,0.9803410172462463,0.9799504280090332,25,0.6097560975609756,25,2,26,0.6193377128461512,0.5447972416877747
01512_O_F_BY_C5,1,1,BY,0.9803712368011475,0.9801332354545593,0.9798622131347656,28,0.6829268292682927,28,3,30,0.6482512790982317,0.5934885740280151
01523_O_E_SY_C5,1,1,SY,0.9759811758995056,0.975592315196991,0.9748386144638062,19,0.4634146341463415,19,0,18,0.48310741127991097,0.40733829140663147
01523_O_E_SY_C8,1,1,SY,0.9740470051765442,0.9739864468574524,0.9738377332687378,20,0.4878048780487805,20,0,19,0.5704340992904291,0.5355542898178101
01524_O_E_BY_C5,1,1,BY,0.9101412296295166,0.8662856221199036,0.7575229406356812,4,0.0975609756097561,4,0,3,0.43867090562494787,0.40613362193107605
01525_O_E_N_C6,0,0,N,0.22327418625354767,0.21318502724170685,0.20500299334526062,0,0.0,0,-1,-1,0.3261763268127674,0.20987474918365479
01528_O_E_BY_C7,1,1,BY,0.9768597483634949,0.9761360287666321,0.9753730893135071,18,0.43902439024390244,18,0,17,0.5127807397667955,0.44019344449043274
01531_O_E_SY_C7,1,1,SY,0.9797582626342773,0.9794993996620178,0.978980541229248,24,0.5853658536585366,24,0,23,0.44849671823222464,0.3779818117618561
01541_O_E_N_C8,0,0,N,0.31727704405784607,0.3107808828353882,0.30085498094558716,0,0.0,0,-1,-1,0.42525891196437,0.373386412858963
01542_O_E_FY_C8,1,1,FY,0.9773728251457214,0.9771869778633118,0.9770849347114563,25,0.6097560975609756,25,4,28,0.5320473436902209,0.3419696092605591
01547_O_E_N_C8,0,1,N,0.6134131550788879,0.611629068851471,0.5984739065170288,14,0.34146341463414637,6,3,35,0.250322402250476,0.15078309178352356
01548_O_E_FY_C7,1,1,FY,0.979472279548645,0.9792566299438477,0.9789312481880188,24,0.5853658536585366,24,1,24,0.35832949309814266,0.26094138622283936
01551_O_E_FY_C8,1,1,FY,0.9107273817062378,0.9062039256095886,0.9028875231742859,13,0.3170731707317073,13,0,12,0.7231026422686693,0.5801112055778503
01552_O_E_SY_C5,1,1,SY,0.9722274541854858,0.970493495464325,0.9692282676696777,11,0.2682926829268293,11,0,10,0.5945087947496553,0.5288265943527222
01553_O_E_BY_C7,1,1,BY,0.9778025150299072,0.9774672985076904,0.9767274856567383,17,0.4146341463414634,17,0,16,0.5261181200422892,0.4425235390663147
01554_O_E_N_C8,0,0,N,0.3642345368862152,0.33529987931251526,0.2987782061100006,0,0.0,0,-1,-1,0.47065289209528666,0.43663305044174194
01557_O_E_BY_C6,1,1,BY,0.9744574427604675,0.973991870880127,0.971954345703125,22,0.5365853658536586,22,0,21,0.4166160821914673,0.3045142590999603
01557_O_E_BY_C8,1,1,BY,0.8360769152641296,0.8308181166648865,0.8197820782661438,18,0.43902439024390244,17,0,18,0.47626568849493817,0.3719136118888855
01558_O_E_N_C5,0,0,N,0.2981330156326294,0.2917229235172272,0.2730024456977844,0,0.0,0,-1,-1,0.5358593420284551,0.5131405591964722
01558_O_E_N_C8,0,0,N,0.26961439847946167,0.2585338056087494,0.2501594126224518,0,0.0,0,-1,-1,0.3924658865463443,0.3340728282928467
01559_O_E_FY_C7,1,1,FY,0.9723012447357178,0.9718410968780518,0.9714961051940918,25,0.6097560975609756,25,1,25,0.5979239053842498,0.37662047147750854
01561_O_E_BY_C6,1,1,BY,0.9778385758399963,0.9776932597160339,0.9774826169013977,20,0.4878048780487805,20,0,19,0.34124265066007287,0.2652588188648224
01562_O_E_N_C6,0,0,N,0.30592840909957886,0.27998629212379456,0.2424604445695877,0,0.0,0,-1,-1,0.4285830855369568,0.3979164659976959
01563_O_E_FY_C6,1,1,FY,0.9586752653121948,0.9563522338867188,0.9546775817871094,17,0.4146341463414634,17,0,16,0.2725397955353667,0.24010267853736877
01565_O_E_BY_C7,1,1,BY,0.9720802307128906,0.971813440322876,0.9714940786361694,16,0.3902439024390244,16,0,15,0.6085546874418492,0.55366450548172
01570_Y_A_FY_C7,1,1,FY,0.9793187975883484,0.9791914820671082,0.9789638519287109,26,0.6341463414634146,26,6,31,0.4542425529259007,0.285845011472702
01571_Y_A_SY_C6,1,1,SY,0.978455126285553,0.9783906936645508,0.9781953692436218,30,0.7317073170731707,30,7,36,0.6102036644772786,0.49354642629623413
01575_Y_A_BY_C5,1,1,BY,0.9396058320999146,0.9353108406066895,0.9283761978149414,31,0.7560975609756098,29,2,33,0.5724567967217143,0.43312111496925354
01578_Y_A_BY_C5,1,1,BY,0.9266251921653748,0.9261189103126526,0.9242998361587524,21,0.5121951219512195,21,14,34,0.4088643200513793,0.3103397488594055
01578_Y_A_BY_C6,1,1,BY,0.7842777371406555,0.7825315594673157,0.7803560495376587,16,0.3902439024390244,14,0,36,0.3727189524144661,0.2433442920446396
01580_Y_A_FY_C6,1,1,FY,0.977465033531189,0.9771354794502258,0.9766248464584351,22,0.5365853658536586,22,0,21,0.5261419284634474,0.4185195863246918
01581_Y_A_SY_C6,1,1,SY,0.9783759117126465,0.978083074092865,0.9775703549385071,25,0.6097560975609756,25,0,24,0.4790434488436071,0.33300453424453735
01582_Y_A_FY_C6,1,1,FY,0.9781474471092224,0.9779946208000183,0.9777687788009644,20,0.4878048780487805,20,0,19,0.5338858707648951,0.46016693115234375
01583_Y_A_SY_C5,1,1,SY,0.9793159365653992,0.9792720675468445,0.9791208505630493,25,0.6097560975609756,25,7,31,0.4869902344738565,0.37566137313842773
01585_Y_A_SY_C5,1,1,SY,0.9797191619873047,0.979691743850708,0.9796205759048462,23,0.5609756097560976,23,0,22,0.39272449438164875,0.26771554350852966
01585_Y_A_SY_C7,1,1,SY,0.9717481136322021,0.97147536277771,0.9711265563964844,18,0.43902439024390244,18,0,17,0.2900261381050436,0.10943545401096344
01588_Y_A_BY_C5,1,1,BY,0.8813545107841492,0.8016040921211243,0.7679887413978577,17,0.4146341463414634,17,0,16,0.40074966375420734,0.2550126016139984
01588_Y_A_BY_C7,1,1,BY,0.9799960255622864,0.9798453450202942,0.9796259999275208,28,0.6829268292682927,28,0,27,0.44810746646508937,0.3562178611755371
01590_L_F_BY_C7,1,1,BY,0.977547287940979,0.9774194359779358,0.9771639704704285,25,0.6097560975609756,25,0,24,0.41598804840227455,0.36466115713119507
01591_L_F_N_C8,0,1,N,0.5751590132713318,0.5708974003791809,0.5625921487808228,7,0.17073170731707318,7,13,19,0.2504636797963119,0.13174594938755035
01597_L_F_BY_C6,1,1,BY,0.9805709719657898,0.9804845452308655,0.9804114103317261,28,0.6829268292682927,28,6,33,0.5521688752058076,0.48539474606513977
01599_L_F_FY_C5,1,1,FY,0.9793622493743896,0.979245662689209,0.9789339900016785,27,0.6585365853658537,27,2,28,0.652611667790064,0.39648154377937317
01600_L_F_BY_C7,1,1,BY,0.97804194688797,0.977717399597168,0.9773658514022827,23,0.5609756097560976,23,2,24,0.23766903415685747,0.1227080449461937
01606_L_F_FY_C8,1,1,FY,0.9764564037322998,0.9763975739479065,0.9763309359550476,23,0.5609756097560976,23,1,23,0.31777263850700566,0.24216796457767487
01618_O_E_SY_C8,1,1,SY,0.9819208979606628,0.9817845225334167,0.9814580678939819,26,0.6341463414634146,26,1,26,0.5238255880227903,0.47102126479148865
01620_O_E_N_C7,0,0,N,0.19681772589683533,0.18863816559314728,0.18034979701042175,0,0.0,0,-1,-1,0.6670885871096355,0.5898709893226624
01621_O_E_FY_C5,1,1,FY,0.9794049263000488,0.9793131351470947,0.9788694381713867,25,0.6097560975609756,25,1,25,0.5795024873279944,0.49146974086761475
01621_O_E_FY_C8,1,1,FY,0.9809236526489258,0.9808405041694641,0.9806314706802368,25,0.6097560975609756,25,1,25,0.541729417515964,0.423395037651062
01622_O_E_SY_C7,1,1,SY,0.9802926182746887,0.9800786375999451,0.9798656702041626,27,0.6585365853658537,27,1,27,0.5574877036780845,0.4911956489086151
01623_O_E_BY_C7,1,1,BY,0.9799696803092957,0.9799022674560547,0.9797022938728333,26,0.6341463414634146,26,0,25,0.629468527508945,0.4445282816886902
01624_O_E_N_C8,0,0,N,0.33039161562919617,0.31893250346183777,0.30992573499679565,0,0.0,0,-1,-1,0.45576970024806696,0.41558533906936646
01628_O_E_FY_C7,1,1,FY,0.9805024266242981,0.9803116917610168,0.9797927737236023,25,0.6097560975609756,25,0,24,0.5338314190143492,0.37610647082328796
01634_Y_E_BY_C7,1,1,BY,0.9801163673400879,0.9800316691398621,0.979812502861023,23,0.5609756097560976,23,0,22,0.573770630650404,0.42454901337623596
01636_Y_E_FY_C8,1,1,FY,0.9805198311805725,0.9802722334861755,0.9798828959465027,23,0.5609756097560976,23,0,22,0.45355860489170724,0.3328152596950531
01637_Y_E_SY_C5,1,1,SY,0.9798102378845215,0.9797534346580505,0.9795364141464233,26,0.6341463414634146,26,0,25,0.6757202468267302,0.6226718425750732
01638_Y_E_BY_C8,1,1,BY,0.9799448251724243,0.9798431396484375,0.9794878959655762,22,0.5365853658536586,22,0,21,0.4134978971830228,0.3435456454753876
01641_Y_E_SY_C5,1,1,SY,0.9744448661804199,0.9740400910377502,0.973611056804657,23,0.5609756097560976,23,1,23,0.35071120356641167,0.238463893532753
01642_Y_E_BY_C6,1,1,BY,0.9781442284584045,0.9777407646179199,0.9774389266967773,24,0.5853658536585366,24,0,23,0.5388081749764885,0.4974798560142517
01642_Y_E_BY_C8,1,1,BY,0.8290524482727051,0.8122384548187256,0.8043431043624878,22,0.5365853658536586,21,1,24,0.3683345753972123,0.2992120385169983
01648_Y_E_N_C6,0,0,N,0.3048940598964691,0.2914642095565796,0.27852386236190796,0,0.0,0,-1,-1,0.3835645499752789,0.33415132761001587
01650_Y_E_SY_C7,1,1,SY,0.9788148999214172,0.9786565899848938,0.9784308671951294,25,0.6097560975609756,25,0,24,0.3428953697041767,0.25353100895881653
01653_Y_E_FY_C5,1,1,FY,0.9142842292785645,0.9052918553352356,0.89459627866745,13,0.3170731707317073,13,1,13,0.3866758935335206,0.25730401277542114
01654_Y_E_SY_C8,1,1,SY,0.567886233329773,0.5522792935371399,0.5418068766593933,4,0.0975609756097561,4,20,23,0.24600692929291143,0.13884228467941284
01655_Y_E_BY_C6,1,1,BY,0.978822648525238,0.9785159230232239,0.9781888127326965,23,0.5609756097560976,23,0,22,0.4290151588800477,0.38443130254745483
01657_Y_E_FY_C6,1,1,FY,0.9791491627693176,0.9787323474884033,0.9776042699813843,24,0.5853658536585366,24,0,23,0.6053798431303443,0.5128939747810364
01659_Y_E_BY_C5,1,1,BY,0.9609056115150452,0.9605660438537598,0.9600704312324524,21,0.5121951219512195,21,0,20,0.3338223586722118,0.2191145122051239
01660_Y_E_N_C7,0,0,N,0.3185991942882538,0.2929917275905609,0.2598017752170563,0,0.0,0,-1,-1,0.38593371466892523,0.3244537115097046
01662_Y_E_SY_C5,1,1,SY,0.9790942072868347,0.9789058566093445,0.9782881736755371,26,0.6341463414634146,26,0,25,0.5938005810830651,0.5326470732688904
01664_Y_E_N_C5,0,0,N,0.21303223073482513,0.19839660823345184,0.18270181119441986,0,0.0,0,-1,-1,0.5454351923814634,0.4905625283718109
01664_Y_E_N_C7,0,0,N,0.1809096336364746,0.17839938402175903,0.17137089371681213,0,0.0,0,-1,-1,0.4839978087239149,0.42482784390449524
01666_Y_E_SY_C8,1,1,SY,0.9804732799530029,0.9803897738456726,0.9802204966545105,25,0.6097560975609756,25,0,24,0.40861772618642667,0.37120896577835083
01668_Y_E_N_C5,0,0,N,0.36412325501441956,0.3432077467441559,0.33082255721092224,0,0.0,0,-1,-1,0.5638976983907746,0.5019730925559998
01669_Y_E_FY_C5,1,1,FY,0.9783614277839661,0.978183925151825,0.9778670072555542,26,0.6341463414634146,26,0,25,0.47367076975543326,0.42667075991630554
01669_Y_E_FY_C7,1,1,FY,0.9795687198638916,0.9793634414672852,0.9790972471237183,26,0.6341463414634146,26,0,25,0.539249079256523,0.4813989996910095
01670_Y_E_SY_C7,1,1,SY,0.9789542555809021,0.9787436127662659,0.978530764579773,26,0.6341463414634146,26,0,25,0.5347722092779671,0.3588760793209076
01671_Y_E_BY_C8,1,1,BY,0.9785163998603821,0.9781675338745117,0.9775973558425903,23,0.5609756097560976,23,0,22,0.5114228914423686,0.3592006266117096
01673_Y_E_FY_C8,1,1,FY,0.9757930636405945,0.9755075573921204,0.9743515849113464,24,0.5853658536585366,24,1,24,0.4807497997109483,0.348035991191864
01674_Y_E_SY_C5,1,1,SY,0.9787035584449768,0.9784792065620422,0.9781464338302612,26,0.6341463414634146,26,1,26,0.5106773412809139,0.4372093081474304
01675_Y_E_BY_C6,1,1,BY,0.9798197150230408,0.9797020554542542,0.9793800115585327,29,0.7073170731707317,29,0,28,0.49656796964203437,0.4172718822956085
